domain,family,complexity,seed,n,c1,c2,mean,std,gen_s,error
rock,schist,0.000,11,512,1.469727,-0.009974,0.489289,0.109975,1.101489,
rock,schist,0.100,0,512,1.404645,-0.019115,0.540541,0.098335,1.263883,
rock,schist,0.100,4,512,1.427194,-0.022193,0.478888,0.098835,1.255176,
rock,schist,0.100,2,512,1.397671,-0.034381,0.450989,0.107026,1.357016,
rock,schist,0.100,1,512,1.397506,-0.025523,0.516398,0.109344,1.434974,
rock,schist,0.100,3,512,1.413769,-0.025109,0.453787,0.093793,1.352265,
rock,schist,0.100,5,512,1.414235,-0.020960,0.524011,0.090569,1.072156,
rock,schist,0.100,6,512,1.422595,-0.020624,0.391437,0.082943,1.105841,
rock,schist,0.100,7,512,1.407796,-0.028881,0.552283,0.091663,1.096310,
rock,schist,0.100,8,512,1.400126,-0.011259,0.509980,0.084509,1.098481,
rock,schist,0.100,10,512,1.416490,-0.023502,0.519244,0.095954,1.159978,
rock,schist,0.100,11,512,1.395075,-0.018859,0.501798,0.092378,1.106667,
rock,schist,0.100,9,512,1.410860,-0.033569,0.551306,0.094526,1.442479,
rock,schist,0.200,1,512,1.317340,-0.049287,0.525112,0.079704,1.122682,
rock,schist,0.200,0,512,1.325864,-0.058301,0.483351,0.066542,1.322608,
rock,schist,0.200,5,512,1.353786,-0.050360,0.513729,0.059825,1.105761,
rock,schist,0.200,6,512,1.350651,-0.048669,0.397584,0.060326,1.128640,
rock,schist,0.200,7,512,1.342430,-0.055262,0.565575,0.071361,1.091277,
rock,schist,0.200,2,512,1.319566,-0.063481,0.452707,0.077983,1.398855,
rock,schist,0.200,4,512,1.361398,-0.043765,0.510098,0.060802,1.383491,
rock,schist,0.200,3,512,1.340410,-0.055069,0.434414,0.062775,1.419901,
rock,schist,0.200,8,512,1.333426,-0.026085,0.535854,0.058277,1.132723,
rock,schist,0.200,9,512,1.332294,-0.062342,0.502570,0.058507,1.126392,
rock,schist,0.200,10,512,1.338237,-0.043556,0.457178,0.066604,1.141415,
rock,schist,0.300,0,512,1.262517,-0.105688,0.477813,0.044658,1.134631,
rock,schist,0.300,2,512,1.253109,-0.103884,0.464624,0.058911,1.100225,
rock,schist,0.200,11,512,1.325489,-0.042782,0.495974,0.075478,1.425559,
rock,schist,0.300,3,512,1.268068,-0.093685,0.461671,0.044491,1.135275,
rock,schist,0.300,4,512,1.298539,-0.077163,0.535237,0.035845,1.129756,
rock,schist,0.300,1,512,1.240111,-0.086081,0.483426,0.059690,1.388717,
rock,schist,0.300,5,512,1.300796,-0.081632,0.520222,0.035545,1.300425,
rock,schist,0.300,8,512,1.280182,-0.051921,0.525487,0.044900,1.105799,
rock,schist,0.300,6,512,1.281484,-0.103420,0.460747,0.042946,1.391489,
rock,schist,0.300,7,512,1.274868,-0.085990,0.543796,0.050424,1.464446,
rock,schist,0.300,9,512,1.268280,-0.090506,0.523626,0.044846,1.125859,
rock,schist,0.300,10,512,1.270323,-0.076788,0.452176,0.046983,1.123975,
rock,schist,0.300,11,512,1.256629,-0.072744,0.514456,0.042406,1.158866,
rock,schist,0.400,0,512,1.233754,-0.130595,0.497889,0.031149,1.104553,
rock,schist,0.400,3,512,1.216306,-0.123888,0.465908,0.032888,1.109556,
rock,schist,0.400,2,512,1.210545,-0.151653,0.448123,0.044781,1.129073,
rock,schist,0.400,1,512,1.177353,-0.131903,0.479785,0.046083,1.320259,
rock,schist,0.400,6,512,1.228108,-0.153001,0.441914,0.034362,1.140450,
rock,schist,0.400,4,512,1.243721,-0.104943,0.530958,0.029214,1.357164,
rock,schist,0.400,5,512,1.273252,-0.104453,0.521571,0.024424,1.378554,
rock,schist,0.400,7,512,1.221637,-0.131687,0.524367,0.033504,1.257786,
rock,schist,0.400,9,512,1.247066,-0.123385,0.488615,0.025169,1.140075,
rock,schist,0.400,10,512,1.209119,-0.106685,0.465921,0.035147,1.148309,
rock,schist,0.400,8,512,1.247346,-0.086435,0.539595,0.028896,1.430107,
rock,schist,0.400,11,512,1.197975,-0.110097,0.528819,0.032277,1.114873,
rock,schist,0.500,0,512,1.226372,-0.169161,0.525706,0.023972,1.120319,
rock,schist,0.500,1,512,1.163430,-0.200282,0.486806,0.034361,1.110689,
rock,schist,0.500,2,512,1.201012,-0.206312,0.479367,0.032052,1.110171,
rock,schist,0.500,4,512,1.213446,-0.115856,0.558444,0.018780,1.120241,
rock,schist,0.500,3,512,1.192705,-0.145978,0.470817,0.026768,1.460788,
rock,schist,0.500,8,512,1.230657,-0.105972,0.511339,0.024074,1.097107,
rock,schist,0.500,9,512,1.227688,-0.153087,0.495022,0.021867,1.125619,
rock,schist,0.500,7,512,1.207227,-0.205377,0.528642,0.021776,1.278512,
rock,schist,0.500,5,512,1.252444,-0.115809,0.520951,0.018983,1.543629,
rock,schist,0.500,6,512,1.227124,-0.188048,0.450432,0.027724,1.518592,
rock,schist,0.500,11,512,1.167317,-0.145696,0.508762,0.023217,1.133040,
rock,schist,0.600,0,512,1.255423,-0.195812,0.554071,0.020331,1.102426,
rock,schist,0.600,1,512,1.204808,-0.262748,0.371455,0.025748,1.116732,
rock,schist,0.600,2,512,1.211106,-0.238648,0.484303,0.029301,1.130770,
rock,schist,0.500,10,512,1.179662,-0.135991,0.431288,0.027466,1.553369,
rock,schist,0.600,3,512,1.152873,-0.183073,0.514212,0.025421,1.117953,
rock,schist,0.600,5,512,1.238882,-0.114831,0.537924,0.017857,1.120704,
rock,schist,0.600,6,512,1.237403,-0.215456,0.422587,0.028348,1.123699,
rock,schist,0.600,7,512,1.207034,-0.254525,0.509015,0.019555,1.296953,
rock,schist,0.600,4,512,1.216193,-0.119959,0.533183,0.017164,1.540901,
rock,schist,0.600,11,512,1.159020,-0.167410,0.512501,0.017149,1.119835,
rock,schist,0.700,1,512,1.266283,-0.319231,0.319949,0.026005,1.011682,
rock,schist,0.700,0,512,1.308407,-0.216832,0.461164,0.022523,1.066298,
rock,schist,0.600,8,512,1.236296,-0.116985,0.525484,0.017807,1.588587,
rock,schist,0.600,10,512,1.171606,-0.162550,0.455948,0.018997,1.421159,
rock,schist,0.700,3,512,1.170668,-0.215303,0.450180,0.026195,1.068514,
rock,schist,0.600,9,512,1.237638,-0.177882,0.461523,0.022603,1.575115,
rock,schist,0.700,4,512,1.171709,-0.167685,0.548974,0.020988,0.975685,
rock,schist,0.700,5,512,1.255666,-0.119260,0.541029,0.019439,0.969027,
rock,schist,0.700,2,512,1.297945,-0.265687,0.432006,0.030829,1.732997,
rock,schist,0.700,8,512,1.250404,-0.125074,0.558081,0.016383,1.060071,
rock,schist,0.700,9,512,1.251173,-0.237844,0.522939,0.020330,1.011789,
rock,schist,0.700,10,512,1.169037,-0.224232,0.462874,0.016833,1.063062,
rock,schist,0.800,1,512,1.390374,-0.468625,0.395350,0.029808,1.077994,
rock,schist,0.800,3,512,1.301317,-0.329428,0.440318,0.028573,0.985641,
rock,schist,0.800,4,512,1.241952,-0.209235,0.547478,0.020471,0.954509,
rock,schist,0.700,6,512,1.276815,-0.238419,0.448749,0.027882,1.749181,
rock,schist,0.700,7,512,1.236032,-0.295162,0.513502,0.016029,1.887706,
rock,schist,0.700,11,512,1.174405,-0.183804,0.540787,0.012762,1.658228,
rock,schist,0.800,2,512,1.423307,-0.390650,0.492198,0.031422,1.553348,
rock,schist,0.800,6,512,1.375736,-0.293914,0.476182,0.030523,1.020065,
rock,schist,0.800,7,512,1.389093,-0.314317,0.577647,0.014809,0.990870,
rock,schist,0.800,0,512,1.371703,-0.269115,0.513814,0.022771,1.889363,
rock,schist,0.800,8,512,1.217578,-0.193761,0.485346,0.023392,1.041002,
rock,schist,0.800,11,512,1.251823,-0.201639,0.562562,0.010336,0.984594,
rock,schist,0.800,5,512,1.343790,-0.074621,0.565771,0.020602,1.929753,
rock,schist,0.900,2,512,1.436409,-0.499666,0.496249,0.036678,1.043619,
rock,schist,0.800,10,512,1.222108,-0.280643,0.441117,0.017881,1.497410,
rock,schist,0.900,3,512,1.387183,-0.466327,0.449883,0.033032,1.066818,
rock,schist,0.900,4,512,1.426723,-0.325969,0.569706,0.021904,1.006306,
rock,schist,0.900,5,512,1.512822,-0.042426,0.562917,0.024046,0.976968,
rock,schist,0.900,7,512,1.499069,-0.394218,0.579324,0.017617,1.028955,
rock,schist,0.800,9,512,1.347760,-0.279032,0.508341,0.021852,1.885798,
rock,schist,0.900,8,512,1.254117,-0.242321,0.534729,0.024085,0.944289,
rock,schist,0.900,0,512,1.441252,-0.335144,0.498833,0.030009,1.907399,
rock,schist,0.900,1,512,1.624510,-0.881492,0.198187,0.035870,1.849010,
rock,schist,0.900,11,512,1.432357,-0.238503,0.593228,0.010549,0.964289,
rock,schist,0.900,10,512,1.285656,-0.310197,0.405903,0.020330,1.057250,
rock,schist,1.000,0,512,1.535420,-0.516944,0.519965,0.032565,1.023280,
rock,schist,0.900,6,512,1.478867,-0.374626,0.507326,0.033286,1.886091,
rock,schist,1.000,2,512,1.693710,-1.026649,0.540649,0.039584,0.962177,
rock,schist,1.000,1,512,1.584098,-1.005021,0.319811,0.044954,1.047623,
rock,schist,1.000,3,512,1.441692,-0.654794,0.546715,0.032630,1.034986,
rock,schist,1.000,5,512,1.690392,-0.180003,0.550925,0.029168,0.960636,
rock,schist,0.900,9,512,1.449443,-0.365789,0.463126,0.026508,1.878784,
rock,schist,1.000,8,512,1.448227,-0.387186,0.564896,0.026920,0.973946,
rock,schist,1.000,9,512,1.565047,-0.572711,0.535690,0.026906,1.009442,
rock,schist,1.000,10,512,1.329565,-0.446346,0.451432,0.022915,1.018479,
rock,schist,1.000,4,512,1.572879,-0.519536,0.585207,0.024890,1.852104,
rock,schist,1.000,6,512,1.521263,-0.456154,0.456351,0.042675,1.825738,
rock,schist,1.000,7,512,1.705434,-0.634201,0.572542,0.021657,1.917564,
rock,serpentinite,0.000,0,512,1.586498,-0.006181,0.508646,0.132573,1.636500,
rock,schist,1.000,11,512,1.665553,-0.316346,0.612355,0.011835,1.719403,
rock,serpentinite,0.000,1,512,1.565415,-0.028100,0.491898,0.138909,1.758167,
rock,serpentinite,0.000,2,512,1.344937,-0.149049,0.416414,0.157345,1.756165,
rock,serpentinite,0.000,3,512,1.550599,-0.045882,0.485932,0.126594,1.704519,
rock,serpentinite,0.000,6,512,1.363135,-0.150635,0.481529,0.135319,1.781052,
rock,serpentinite,0.000,5,512,1.518018,-0.050719,0.519452,0.120173,1.896740,
rock,serpentinite,0.000,7,512,1.572983,-0.019484,0.531933,0.115857,1.802357,
rock,serpentinite,0.000,11,512,1.296838,-0.138469,0.508788,0.148042,1.775271,
rock,serpentinite,0.000,4,512,1.623833,-0.017211,0.477438,0.119956,2.913574,
rock,serpentinite,0.100,1,512,1.486322,-0.053690,0.504533,0.102502,1.805395,
rock,serpentinite,0.100,0,512,1.497000,-0.041034,0.514147,0.098475,2.017554,
rock,serpentinite,0.100,3,512,1.444767,-0.089134,0.516928,0.093150,1.740664,
rock,serpentinite,0.100,2,512,1.282567,-0.132859,0.389653,0.134660,1.821245,
rock,serpentinite,0.000,8,512,1.262374,-0.141813,0.466599,0.124966,3.022849,
rock,serpentinite,0.000,9,512,1.559171,-0.031203,0.528037,0.120867,2.950333,
rock,serpentinite,0.000,10,512,1.531556,-0.024877,0.528045,0.122448,2.875974,
rock,serpentinite,0.100,4,512,1.536182,-0.041094,0.490824,0.083661,1.749014,
rock,serpentinite,0.100,6,512,1.296436,-0.168798,0.487518,0.119272,1.773733,
rock,serpentinite,0.100,5,512,1.411823,-0.079631,0.518682,0.093242,1.941747,
rock,serpentinite,0.100,7,512,1.500165,-0.052211,0.564684,0.090007,1.847889,
rock,serpentinite,0.100,10,512,1.448541,-0.047519,0.497097,0.090587,1.918440,
rock,serpentinite,0.100,11,512,1.237869,-0.139505,0.494774,0.132235,1.848762,
rock,serpentinite,0.100,8,512,1.225627,-0.139665,0.453100,0.112937,2.487750,
rock,serpentinite,0.100,9,512,1.457067,-0.071065,0.556000,0.084228,2.454551,
rock,serpentinite,0.200,2,512,1.251250,-0.158821,0.354956,0.107492,1.846027,
rock,serpentinite,0.200,0,512,1.425242,-0.080824,0.522997,0.067489,2.524343,
rock,serpentinite,0.200,4,512,1.451447,-0.089097,0.544550,0.053636,1.885602,
rock,serpentinite,0.200,5,512,1.289630,-0.164713,0.564687,0.062877,1.840354,
rock,serpentinite,0.200,3,512,1.353755,-0.135760,0.538984,0.072982,2.059863,
rock,serpentinite,0.200,6,512,1.241789,-0.199544,0.497715,0.103290,1.867364,
rock,serpentinite,0.200,1,512,1.412998,-0.087141,0.458420,0.077321,2.488501,
rock,serpentinite,0.200,7,512,1.431890,-0.086365,0.611909,0.060059,1.843905,
rock,serpentinite,0.200,9,512,1.359907,-0.119939,0.569610,0.060784,1.887880,
rock,serpentinite,0.300,0,512,1.377816,-0.125489,0.552804,0.043955,1.837309,
rock,serpentinite,0.200,8,512,1.206142,-0.148127,0.459271,0.111198,2.335412,
rock,serpentinite,0.200,10,512,1.358464,-0.094992,0.528278,0.067090,2.205630,
rock,serpentinite,0.300,2,512,1.223172,-0.164805,0.340354,0.098525,1.865906,
rock,serpentinite,0.300,3,512,1.289074,-0.172020,0.435505,0.048719,1.862202,
rock,serpentinite,0.200,11,512,1.198385,-0.152057,0.464837,0.116644,2.305235,
rock,serpentinite,0.300,5,512,1.213590,-0.280202,0.558020,0.042295,1.837039,
rock,serpentinite,0.300,4,512,1.365418,-0.137464,0.648302,0.034111,2.109437,
rock,serpentinite,0.300,6,512,1.235744,-0.259673,0.538315,0.102136,2.098692,
rock,serpentinite,0.300,1,512,1.362312,-0.127115,0.453458,0.057003,2.490896,
rock,serpentinite,0.300,7,512,1.387157,-0.120901,0.599644,0.045774,1.916172,
rock,serpentinite,0.300,8,512,1.225689,-0.197229,0.523354,0.124951,1.850702,
rock,serpentinite,0.300,9,512,1.303045,-0.170973,0.464051,0.036028,1.801975,
rock,serpentinite,0.400,0,512,1.341101,-0.176560,0.615117,0.031586,1.793763,
rock,serpentinite,0.400,1,512,1.321979,-0.180183,0.448124,0.042057,1.796974,
rock,serpentinite,0.400,4,512,1.304823,-0.193087,0.581513,0.023882,1.567183,
rock,serpentinite,0.400,3,512,1.246005,-0.270371,0.438024,0.036644,1.724801,
rock,serpentinite,0.400,7,512,1.345710,-0.165978,0.616396,0.033722,1.775276,
rock,serpentinite,0.300,10,512,1.293107,-0.146650,0.493434,0.050553,2.837356,
rock,serpentinite,0.300,11,512,1.202591,-0.186697,0.497510,0.120780,2.714956,
rock,serpentinite,0.400,8,512,1.262923,-0.309173,0.582195,0.139311,1.824557,
rock,serpentinite,0.400,2,512,1.227104,-0.263081,0.444824,0.111787,2.882153,
rock,serpentinite,0.400,5,512,1.233511,-0.389562,0.576500,0.037669,2.710086,
rock,serpentinite,0.400,9,512,1.259059,-0.227141,0.523872,0.030587,1.827877,
rock,serpentinite,0.400,6,512,1.230537,-0.285326,0.501800,0.096757,2.815934,
rock,serpentinite,0.400,10,512,1.254454,-0.198996,0.466231,0.040193,1.844886,
rock,serpentinite,0.400,11,512,1.228757,-0.239971,0.454160,0.109708,1.840991,
rock,serpentinite,0.500,1,512,1.290130,-0.224007,0.493513,0.038735,1.866058,
rock,serpentinite,0.500,0,512,1.323156,-0.212001,0.581719,0.022781,2.101038,
rock,serpentinite,0.500,2,512,1.232518,-0.297933,0.374714,0.088985,1.912068,
rock,serpentinite,0.500,3,512,1.278927,-0.384205,0.545569,0.035896,2.064473,
rock,serpentinite,0.500,4,512,1.274198,-0.258352,0.673130,0.019367,2.087156,
rock,serpentinite,0.500,5,512,1.285376,-0.525485,0.580125,0.038503,1.912029,
rock,serpentinite,0.500,8,512,1.250557,-0.291242,0.530078,0.128979,1.897609,
rock,serpentinite,0.500,6,512,1.248104,-0.321802,0.478879,0.095989,2.325814,
rock,serpentinite,0.500,7,512,1.325927,-0.201048,0.558222,0.021316,2.153670,
rock,serpentinite,0.500,10,512,1.224833,-0.286342,0.489397,0.032971,1.914953,
rock,serpentinite,0.500,11,512,1.240810,-0.275549,0.507681,0.123222,1.882629,
rock,serpentinite,0.600,0,512,1.309028,-0.251397,0.708356,0.013478,1.891230,
rock,serpentinite,0.500,9,512,1.230922,-0.331896,0.464149,0.019202,2.347184,
rock,serpentinite,0.600,1,512,1.271167,-0.278466,0.522808,0.021437,2.364924,
rock,serpentinite,0.600,2,512,1.241403,-0.364278,0.427011,0.094726,1.884443,
rock,serpentinite,0.600,3,512,1.305970,-0.459463,0.503291,0.033243,2.100788,
rock,serpentinite,0.600,5,512,1.308302,-0.569965,0.425176,0.031370,1.914365,
rock,serpentinite,0.600,4,512,1.285034,-0.321135,0.727045,0.014108,2.130644,
rock,serpentinite,0.600,6,512,1.270138,-0.395627,0.448039,0.092907,1.856986,
rock,serpentinite,0.600,8,512,1.256717,-0.388501,0.555982,0.135087,2.054940,
rock,serpentinite,0.600,9,512,1.213807,-0.421592,0.501586,0.018795,1.904664,
rock,serpentinite,0.600,10,512,1.227497,-0.369069,0.461833,0.029614,1.909665,
rock,serpentinite,0.600,11,512,1.269213,-0.341418,0.483644,0.117800,1.852524,
rock,serpentinite,0.600,7,512,1.299716,-0.235499,0.668312,0.012068,2.328778,
rock,serpentinite,0.700,0,512,1.319974,-0.281073,0.744525,0.013786,2.248522,
rock,serpentinite,0.700,2,512,1.285549,-0.608047,0.455920,0.092885,1.933710,
rock,serpentinite,0.700,1,512,1.257117,-0.340300,0.482699,0.014872,2.329654,
rock,serpentinite,0.700,4,512,1.313469,-0.379642,0.691234,0.012051,1.861361,
rock,serpentinite,0.700,3,512,1.349452,-0.553595,0.492871,0.033875,2.206967,
rock,serpentinite,0.700,5,512,1.484442,-1.036916,0.555322,0.044124,2.261855,
rock,serpentinite,0.700,6,512,1.295390,-0.433748,0.431076,0.093290,2.129556,
rock,serpentinite,0.700,7,512,1.296329,-0.289100,0.684995,0.009940,1.861919,
rock,serpentinite,0.700,8,512,1.288428,-0.517300,0.589816,0.142185,1.862818,
rock,serpentinite,0.700,9,512,1.208839,-0.432426,0.319401,0.012924,1.876342,
rock,serpentinite,0.700,10,512,1.271986,-0.483196,0.503258,0.031515,1.897406,
rock,serpentinite,0.700,11,512,1.266653,-0.427563,0.530130,0.128777,2.157516,
rock,serpentinite,0.800,1,512,1.257875,-0.379450,0.377389,0.008880,1.870906,
rock,serpentinite,0.800,0,512,1.336793,-0.348507,0.623447,0.011342,2.148784,
rock,serpentinite,0.800,3,512,1.456413,-0.743850,0.516402,0.036274,1.795352,
rock,serpentinite,0.800,2,512,1.342379,-0.916792,0.422909,0.079976,2.103447,
rock,serpentinite,0.800,8,512,1.297447,-0.503957,0.508066,0.121094,1.803326,
rock,serpentinite,0.800,9,512,1.241929,-0.660024,0.418493,0.012958,1.845679,
rock,serpentinite,0.800,7,512,1.287007,-0.332510,0.611598,0.007470,1.901208,
rock,serpentinite,0.800,10,512,1.331161,-0.594189,0.414322,0.027570,1.821255,
rock,serpentinite,0.800,4,512,1.299540,-0.437283,0.583505,0.013148,2.472974,
rock,serpentinite,0.800,5,512,1.544633,-1.220018,0.641025,0.056754,2.536641,
rock,serpentinite,0.800,6,512,1.331879,-0.531184,0.479113,0.107615,2.492030,
rock,serpentinite,0.900,0,512,1.381228,-0.447622,0.716724,0.010639,1.687332,
rock,serpentinite,0.800,11,512,1.265513,-0.529488,0.601600,0.144291,2.089288,
rock,serpentinite,0.900,2,512,1.332137,-0.836328,0.384012,0.067771,1.685452,
rock,serpentinite,0.900,1,512,1.239298,-0.479931,0.322594,0.006400,2.012937,
rock,serpentinite,0.900,3,512,1.569372,-0.968319,0.505699,0.037650,2.080764,
rock,serpentinite,0.900,4,512,1.340754,-0.504007,0.666747,0.014070,1.789130,
rock,serpentinite,0.900,6,512,1.349475,-0.615799,0.364590,0.085041,1.762037,
rock,serpentinite,0.900,5,512,1.639752,-1.646006,0.533964,0.052899,1.788038,
rock,serpentinite,0.900,7,512,1.303228,-0.357174,0.643401,0.005316,1.769226,
rock,serpentinite,0.900,11,512,1.255889,-0.631838,0.619063,0.145083,1.653708,
rock,serpentinite,1.000,1,512,1.261635,-0.538962,0.227843,0.003071,1.668727,
rock,serpentinite,0.900,8,512,1.298770,-0.548386,0.538614,0.126041,2.477308,
rock,serpentinite,1.000,0,512,1.398796,-0.507171,0.616810,0.008633,2.068460,
rock,serpentinite,0.900,10,512,1.418824,-0.754468,0.511019,0.037495,2.373891,
rock,serpentinite,1.000,2,512,1.392608,-1.146029,0.374003,0.060970,2.003011,
rock,serpentinite,0.900,9,512,1.261846,-0.760608,0.477605,0.015168,2.642187,
rock,serpentinite,1.000,4,512,1.386669,-0.550782,0.711117,0.013454,1.783460,
rock,serpentinite,1.000,7,512,1.319191,-0.409060,0.720186,0.004043,1.772096,
rock,serpentinite,1.000,6,512,1.313255,-0.555829,0.409473,0.098504,1.835690,
rock,serpentinite,1.000,5,512,1.669084,-1.815431,0.562892,0.062580,1.883797,
rock,serpentinite,1.000,8,512,1.320110,-0.797784,0.638879,0.145111,1.677202,
rock,serpentinite,1.000,3,512,1.656587,-1.190446,0.500002,0.039694,2.570438,
rock,serpentinite,1.000,9,512,1.316997,-0.924405,0.520101,0.016766,1.695033,
rock,flow_banded,0.000,0,512,1.669595,-0.003603,0.521864,0.144556,1.755244,
rock,serpentinite,1.000,11,512,1.227163,-0.728929,0.622323,0.139945,1.970143,
rock,flow_banded,0.000,2,512,1.667855,-0.032444,0.469180,0.162472,1.624005,
rock,flow_banded,0.000,1,512,1.635805,-0.022920,0.485689,0.154679,1.929017,
rock,flow_banded,0.000,3,512,1.662868,-0.021735,0.486077,0.151709,1.599211,
rock,flow_banded,0.000,4,512,1.667033,-0.022265,0.471082,0.145073,1.576370,
rock,flow_banded,0.000,5,512,1.627695,-0.015083,0.501634,0.140802,1.572771,
rock,serpentinite,1.000,10,512,1.464308,-0.858438,0.508093,0.041366,2.671728,
rock,flow_banded,0.000,9,512,1.647209,-0.018014,0.476414,0.134649,1.447014,
rock,flow_banded,0.000,7,512,1.666046,-0.026346,0.542183,0.134416,1.859173,
rock,flow_banded,0.000,6,512,1.630959,-0.021995,0.477866,0.138349,2.254966,
rock,flow_banded,0.000,10,512,1.629291,-0.036773,0.529466,0.145571,1.726683,
rock,flow_banded,0.100,2,512,1.552653,-0.052545,0.457179,0.126779,1.505667,
rock,flow_banded,0.100,3,512,1.561944,-0.053856,0.510541,0.115094,1.469783,
rock,flow_banded,0.100,4,512,1.560093,-0.058581,0.503514,0.107219,1.482733,
rock,flow_banded,0.100,0,512,1.540491,-0.026056,0.518421,0.116855,2.035893,
rock,flow_banded,0.000,8,512,1.592113,-0.032397,0.538267,0.115403,2.625182,
rock,flow_banded,0.100,1,512,1.552267,-0.055326,0.486076,0.123122,2.173583,
rock,flow_banded,0.100,6,512,1.528908,-0.046194,0.490212,0.118805,1.405558,
rock,flow_banded,0.000,11,512,1.620834,-0.018568,0.536314,0.140259,2.446561,
rock,flow_banded,0.100,8,512,1.518426,-0.048227,0.490260,0.096232,1.506033,
rock,flow_banded,0.100,7,512,1.583647,-0.036955,0.551915,0.108188,2.127542,
rock,flow_banded,0.100,9,512,1.527679,-0.055179,0.526938,0.102852,1.630524,
rock,flow_banded,0.100,5,512,1.532689,-0.043609,0.503897,0.115713,2.667892,
rock,flow_banded,0.100,11,512,1.529536,-0.040695,0.516504,0.107038,1.541234,
rock,flow_banded,0.100,10,512,1.530390,-0.050997,0.537560,0.117004,1.573668,
rock,flow_banded,0.200,0,512,1.480819,-0.064546,0.567124,0.080474,1.546504,
rock,flow_banded,0.200,4,512,1.488667,-0.078679,0.552174,0.073946,1.435164,
rock,flow_banded,0.200,3,512,1.479510,-0.089537,0.528150,0.080072,1.623519,
rock,flow_banded,0.200,6,512,1.407571,-0.076290,0.474539,0.093939,1.556834,
rock,flow_banded,0.200,1,512,1.479027,-0.089471,0.476005,0.095141,2.432336,
rock,flow_banded,0.200,2,512,1.460797,-0.084274,0.459246,0.095143,2.511143,
rock,flow_banded,0.200,7,512,1.472087,-0.072186,0.570686,0.074814,1.474202,
rock,flow_banded,0.200,5,512,1.459128,-0.077840,0.501463,0.078615,2.450703,
rock,flow_banded,0.200,10,512,1.419838,-0.081117,0.514915,0.092064,1.527868,
rock,flow_banded,0.200,11,512,1.465595,-0.055441,0.511530,0.085675,1.537896,
rock,flow_banded,0.300,0,512,1.445814,-0.096078,0.622692,0.057458,1.505858,
rock,flow_banded,0.200,8,512,1.453190,-0.060834,0.556110,0.076043,1.900267,
rock,flow_banded,0.300,2,512,1.408363,-0.124890,0.401178,0.063377,1.417648,
rock,flow_banded,0.300,3,512,1.388337,-0.120625,0.462474,0.065708,1.504269,
rock,flow_banded,0.300,6,512,1.394564,-0.110087,0.449073,0.070097,1.404793,
rock,flow_banded,0.200,9,512,1.432085,-0.087991,0.563503,0.066517,2.866840,
rock,flow_banded,0.300,8,512,1.395713,-0.104791,0.550452,0.056906,1.535483,
rock,flow_banded,0.300,10,512,1.355422,-0.113938,0.423316,0.064077,1.542576,
rock,flow_banded,0.300,7,512,1.426961,-0.110263,0.595132,0.065160,1.628424,
rock,flow_banded,0.400,0,512,1.440046,-0.147050,0.613854,0.037971,1.322710,
rock,flow_banded,0.300,9,512,1.370711,-0.114683,0.589319,0.045584,1.954007,
rock,flow_banded,0.300,4,512,1.412705,-0.120748,0.570857,0.053343,2.885935,
rock,flow_banded,0.300,11,512,1.366402,-0.088422,0.547633,0.059268,2.307459,
rock,flow_banded,0.400,4,512,1.360786,-0.162847,0.624772,0.035048,1.219160,
rock,flow_banded,0.400,6,512,1.381264,-0.129183,0.555392,0.048727,1.188899,
rock,flow_banded,0.400,5,512,1.378091,-0.135541,0.618125,0.035599,1.417628,
rock,flow_banded,0.300,5,512,1.376443,-0.105078,0.469431,0.059317,3.333483,
rock,flow_banded,0.400,1,512,1.379321,-0.142034,0.458123,0.053744,2.288036,
rock,flow_banded,0.300,1,512,1.423602,-0.105925,0.486314,0.073973,4.225413,
rock,flow_banded,0.400,11,512,1.317375,-0.126521,0.571285,0.047651,1.200174,
rock,flow_banded,0.500,0,512,1.419365,-0.199117,0.663401,0.035422,1.188521,
rock,flow_banded,0.400,10,512,1.350149,-0.127655,0.457172,0.051273,1.518401,
rock,flow_banded,0.500,1,512,1.360737,-0.184761,0.522781,0.044739,1.455310,
rock,flow_banded,0.400,9,512,1.314337,-0.142426,0.459023,0.040271,2.373611,
rock,flow_banded,0.500,5,512,1.324859,-0.171903,0.537128,0.019877,1.222335,
rock,flow_banded,0.500,6,512,1.301720,-0.176221,0.526589,0.034700,1.220887,
rock,flow_banded,0.500,7,512,1.373742,-0.162721,0.480468,0.033169,1.412779,
rock,flow_banded,0.500,2,512,1.326370,-0.197582,0.518271,0.035795,2.533272,
rock,flow_banded,0.500,3,512,1.257194,-0.192028,0.617772,0.036656,2.546381,
rock,flow_banded,0.400,2,512,1.368578,-0.168681,0.493498,0.056504,4.672455,
rock,flow_banded,0.500,8,512,1.305800,-0.166326,0.526334,0.033930,1.446052,
rock,flow_banded,0.400,8,512,1.337119,-0.124431,0.590284,0.046839,4.114483,
rock,flow_banded,0.400,3,512,1.303021,-0.162867,0.535131,0.046304,4.972187,
rock,flow_banded,0.500,11,512,1.279381,-0.156097,0.604927,0.025287,1.260935,
rock,flow_banded,0.500,10,512,1.281127,-0.171719,0.445847,0.035559,1.273049,
rock,flow_banded,0.500,9,512,1.297333,-0.168349,0.497628,0.035209,1.721652,
rock,flow_banded,0.500,4,512,1.321645,-0.245714,0.564345,0.035606,3.517642,
rock,flow_banded,0.600,0,512,1.429128,-0.262694,0.647013,0.021833,1.359265,
